Node_ID,Hop_Count,Transmission_Delay,Buffer_Occupancy,Channel_Utilization,Energy_Level,Link_Quality,Congestion_Status,Packet_Size,PDR,Traffic_Class,Routing_Algorithm,Latency_Category
538,3,6.193284709100337,3.8996012574911587,65.43420054927196,0.024005044844888856,0.3156332153671523,Medium,64,0.8799113240224301,Normal,DCPO-AdaBoost,Low Latency
539,7,22.664731511343422,3.095579091934353,23.20181803088107,0.3353716062174624,0.49101976266891,High,256,0.9329460643947001,High-Priority,OLSR,Medium Latency
540,9,46.70036337464246,38.798675994686946,1.4381446072085025,0.17708225539728983,0.32073358231157123,High,64,0.9247473469529595,Normal,OLSR,High Latency
541,8,15.876189638339849,16.002493646319405,76.43533864364274,0.09842418910136874,0.19225791846809193,High,256,0.7986322862477772,High-Priority,OLSR,Medium Latency
542,6,25.41101695355078,2.335209632818591,62.374308486400906,0.9567204338893498,0.3094695490886009,High,64,0.8832580250550551,High-Priority,DSR,Medium Latency
543,8,2.1744856666145655,75.62136139501769,76.23026245009599,0.5993597250421656,0.974904272810235,High,256,0.9613794055810472,High-Priority,OLSR,Low Latency
544,5,7.502325728008234,45.85230088818907,3.893801668766561,0.7286562842366027,0.4111134169948486,High,512,0.7046342283199234,High-Priority,DSR,Low Latency
545,8,49.332843135646456,28.924477197265453,83.71196278306522,0.3153637432661175,0.44471277685833577,Low,128,0.8307203070529923,Normal,DCPO-AdaBoost,High Latency
546,4,48.25942295215867,90.00831830164807,61.95262000363033,0.3931471294940152,0.57654498995114,High,512,0.7672820254725715,High-Priority,DSR,High Latency
547,8,0.3465050486270398,11.613896020052561,56.33953507126401,0.23692399389672347,0.9833407684142266,Medium,64,0.8165896871196516,High-Priority,DCPO-AdaBoost,Low Latency
548,2,47.59540809261962,95.59188289553192,62.46140481145316,0.09696567096542474,0.241601276435763,Medium,1024,0.8247968823925724,Normal,AODV,High Latency
549,5,31.992084896993468,31.396671737735282,86.4433246868364,0.1790316374415838,0.6812821105324338,Medium,512,0.924001289435991,Normal,AODV,High Latency
550,9,43.40912289654911,88.84036723086813,58.69365065589071,0.7975140452964858,0.7159846935417241,High,128,0.7281465617186329,Normal,AODV,High Latency
551,4,22.79151879612957,60.294287647946156,58.095037988817936,0.6775458051837758,0.6073244167930659,Medium,64,0.8537751709397531,High-Priority,DSR,Medium Latency
552,6,25.828241826104588,82.67073597414874,99.06791570657658,0.5469288759854769,0.08857833963664408,Low,512,0.8692584375396236,Normal,AODV,High Latency
553,1,24.49344435482032,98.40131632104642,75.6730167068568,0.47508987286676807,0.6768722758275765,High,256,0.8482472810655413,High-Priority,AODV,Medium Latency
554,9,33.37652645155061,28.840543781874572,44.22938054511353,0.9224342836561245,0.06409471103617548,Medium,1024,0.919561975918816,High-Priority,AODV,Medium Latency
555,1,7.068597612340013,96.1135485407593,70.73970000329277,0.0727349477786684,0.5961426495498969,Low,64,0.8151373767720542,Normal,DCPO-AdaBoost,Medium Latency
556,5,1.59568213464663,38.94818949024204,38.92304716917885,0.28060081323791597,0.7395811772217427,Low,512,0.9834901190920229,Normal,OLSR,Low Latency
557,4,15.465704085400425,38.55119047369223,22.8875462483499,0.34993785357071405,0.21096989061995042,Medium,64,0.8445410327616824,Normal,DSR,Medium Latency
558,3,35.26357006055867,34.03871042545057,59.68518768877594,0.7824258122127878,0.841622007542774,Low,256,0.8713641728844392,Normal,AODV,Medium Latency
559,6,10.172487260935123,54.14076073475852,92.81820981139515,0.9925146201619713,0.030353805533004263,Medium,128,0.9476592470040248,Normal,DCPO-AdaBoost,Medium Latency
560,2,33.704278422913376,15.41450431784871,92.91395200154628,0.24067051475715306,0.8438128636583061,Low,512,0.7825708317793367,Normal,OLSR,Medium Latency
561,3,48.4986111007528,55.37114853580112,34.19052781054903,0.8743073341370806,0.4603290506427651,High,64,0.7225606086288408,High-Priority,OLSR,High Latency
562,5,4.785645717891977,54.1704812410004,52.7677466221695,0.8306227604317913,0.2175879399316445,High,64,0.9123351935087447,High-Priority,OLSR,Low Latency
563,9,33.6628456994338,76.190181260487,21.16358985698612,0.22465739764176662,0.133778144993968,High,64,0.8449035566645136,Normal,DCPO-AdaBoost,High Latency
564,2,22.2431359432981,83.36499619375856,99.56311094988834,0.3993325801992226,0.9533071675823725,High,128,0.9689512752876984,High-Priority,AODV,Medium Latency
565,8,43.42029849343752,44.044135031242405,98.11179078679358,0.4096728692925191,0.07266558758115671,High,64,0.9948040146167303,High-Priority,OLSR,High Latency
566,2,8.939774493424556,30.233324935149376,64.95089297074473,0.9782206685265583,0.19909341993592566,Medium,1024,0.8197328051724188,High-Priority,DCPO-AdaBoost,Low Latency
567,5,34.66203501608561,25.933489731709447,80.44140596774734,0.18089190137889832,0.34782234743304596,High,1024,0.8246317048778983,High-Priority,DCPO-AdaBoost,High Latency
568,7,41.9219529534407,19.462383670487192,71.51001612837,0.799157971104782,0.6202348489611205,High,64,0.8223887806617179,High-Priority,DSR,High Latency
569,8,47.23624955175376,5.764758219902488,59.31582190394682,0.3341927141731099,0.5448010852760984,High,1024,0.7973662329192778,High-Priority,DCPO-AdaBoost,High Latency
570,1,34.19407661165333,34.244797883471335,5.3347996988897695,0.7308703457761604,0.12564349241231398,High,512,0.9345061293299193,Normal,OLSR,Medium Latency
571,6,24.90902072402052,27.024769213078326,45.476434255266106,0.42001100429566285,0.2897279837382146,Low,1024,0.9276987287472183,Normal,OLSR,Medium Latency
572,1,30.93057728604057,96.64173858664074,67.47863021674105,0.57835976311654,0.23875177108602408,High,64,0.8435934611651574,Normal,DCPO-AdaBoost,High Latency
573,2,43.45835872548804,55.77088262500439,67.75316138836847,0.8326117733261311,0.21354285449034138,High,256,0.7133983649136696,High-Priority,OLSR,High Latency
574,1,28.5734263572776,34.72770390305075,37.31226184223836,0.8041655649838841,0.41114433647998705,Medium,512,0.792867790453922,Normal,DCPO-AdaBoost,Medium Latency
575,5,1.6163142788721594,58.0467600993696,94.16919866580305,0.8664231835397002,0.7040314525916569,Low,128,0.7876909139664512,Normal,OLSR,Low Latency
576,9,46.554339905798194,13.91967013456955,16.7357032236781,0.05961732534465902,0.21745293221723594,Medium,64,0.9433261738600776,Normal,DSR,High Latency
577,6,34.5073848764749,44.40437492022029,50.03594462155606,0.6920505530397448,0.3666788797029814,High,128,0.7262726720248524,High-Priority,AODV,High Latency
578,1,33.8580179502846,62.62343214210638,69.08839765508228,0.13998737672176287,0.39091742684116226,Medium,256,0.9417026137128113,Normal,DSR,High Latency
579,1,10.862190104646086,48.889783179245136,69.71358058918092,0.415818568018411,0.9764565294354102,Medium,128,0.9007550956597429,High-Priority,DSR,Low Latency
580,2,32.978384964609596,40.177880065432426,64.86389567688155,0.5485884150546885,0.9546663568790689,High,64,0.9197324377391347,Normal,AODV,Medium Latency
581,9,19.75383384214251,99.38483888996981,27.528821345186017,0.40273948474683074,0.8001375827520759,Low,64,0.829663956275507,Normal,OLSR,Medium Latency
582,3,32.59652555437046,88.0314762148927,15.620656868662197,0.5196116758030075,0.24165892081918516,Low,256,0.9039177388005275,Normal,AODV,High Latency
583,1,5.418992212368736,62.34059581594401,63.594032682671084,0.9965263087986191,0.06803731409166969,Medium,64,0.8827086834120748,High-Priority,DCPO-AdaBoost,Low Latency
584,5,32.926480699691496,56.93773611822828,59.930211613943776,0.13521731371285473,0.31690413772062476,High,256,0.9306940585685888,High-Priority,AODV,High Latency
585,7,49.97074491595626,62.06604798245841,17.935601028924097,0.6754560453364256,0.26679454943383085,Medium,256,0.8340309503404756,High-Priority,DSR,High Latency
586,6,2.5057807391417457,20.131210782243325,70.51391455705634,0.3960009663856152,0.5059258001463939,Medium,64,0.8418476874688907,High-Priority,AODV,Low Latency
587,1,48.86099179264373,39.51377432643186,45.51719917336564,0.13300979890732878,0.7777279100677931,Medium,1024,0.8930728668219461,High-Priority,OLSR,High Latency
588,5,20.404707240071243,3.945953289089932,66.7760591603153,0.15873676337430953,0.858322938878858,High,256,0.7324232480999164,Normal,DSR,Medium Latency
589,5,43.55059717182923,47.554603748682666,83.73670797701507,0.9492731062456169,0.8448640854105085,High,64,0.8308733345092951,Normal,DCPO-AdaBoost,High Latency
590,6,39.141035654507846,54.302458395766315,16.972842857692317,0.879601496711762,0.35967556122306776,Low,1024,0.9915852535779417,High-Priority,OLSR,High Latency
591,3,28.394111423234722,22.77497361032096,1.9144867996836679,0.9070419604150218,0.6872343434606829,High,256,0.7112656960180136,High-Priority,DSR,Medium Latency
592,5,36.948615541641196,96.40288471655137,77.91025863957867,0.9915327758273865,0.31283419752422004,Medium,1024,0.7948014168599181,Normal,DCPO-AdaBoost,High Latency
593,7,43.93792650893726,90.9454610937242,60.96974251526159,0.20831539000851795,0.06090554323518271,Medium,512,0.7942329457268111,High-Priority,OLSR,High Latency
594,5,20.266602050386545,72.21432354559059,69.96395696221217,0.35543933736406175,0.7015652656029423,Low,512,0.8900392357707317,Normal,DCPO-AdaBoost,Medium Latency
595,5,16.41895476200561,53.33866287653626,83.81549749886426,0.6692190299248667,0.009827552569787845,High,1024,0.731740107827242,High-Priority,AODV,Medium Latency
596,5,33.41290993962288,86.99691596476849,80.28109348245005,0.48380253986064725,0.40918258745848857,Medium,256,0.8885632092636583,Normal,AODV,High Latency
597,3,40.4115125028688,13.065234382346292,96.09201469288247,0.4183895333783335,0.32937926930207573,Low,64,0.7285120721954857,High-Priority,DCPO-AdaBoost,High Latency
598,1,38.138028225353125,79.0509794274885,53.59350788521182,0.35781124933559305,0.6933775385188524,Low,128,0.7284860942254993,High-Priority,AODV,High Latency
599,5,39.91090107804586,12.48208139668483,48.84956326599054,0.5937806319434522,0.7662454727603789,Medium,64,0.9184550071565447,Normal,DCPO-AdaBoost,High Latency
600,9,21.83560740916536,79.42106625494054,40.18871998907301,0.575593428640082,0.30409463597128383,Medium,128,0.7972405521498389,Normal,OLSR,Medium Latency
601,1,40.90992738713358,27.576756825135696,15.369104284420454,0.16145783406424008,0.8116270144448535,High,128,0.9932268843141243,High-Priority,DSR,High Latency
602,3,6.098431862993361,87.7090581018189,57.26072328820224,0.47173983751843906,0.29391676050493376,Low,256,0.7112058809306664,High-Priority,DCPO-AdaBoost,Low Latency
603,4,27.270005988246393,94.40420938253979,27.70125243259788,0.5534717762098499,0.4463263599865612,Medium,1024,0.8335319991153982,Normal,DSR,Medium Latency
604,1,0.3873571588562663,14.879596940511563,92.13075122129754,0.5702869387313905,0.7270185270141339,Low,64,0.7339407813022071,High-Priority,DSR,Low Latency
605,1,16.29683291202349,46.267560506539354,58.31908042770976,0.2101071929123518,0.6929202292247886,High,1024,0.8054136900274326,Normal,DCPO-AdaBoost,Medium Latency
606,8,18.386430590082753,98.09873781626851,59.284018050811014,0.7422713922522868,0.9873684723122,Medium,512,0.9994667351827151,Normal,AODV,Medium Latency
607,2,19.869017311301846,48.34074359731466,35.492466087701004,0.025199094821069634,0.22516102421593187,High,256,0.9666527535215595,High-Priority,OLSR,Medium Latency
608,8,34.803813613824126,86.35475225145451,5.198935197770749,0.35483185554316266,0.6623179135395824,Low,256,0.714497322656619,Normal,DSR,High Latency
609,7,19.489049253390252,58.87315221313199,3.174376537298862,0.7802126485356335,0.6096819082757774,High,512,0.8689767531477051,Normal,OLSR,Medium Latency
610,2,22.489811768864282,37.53299079196019,42.33351441531975,0.5638929210554023,0.9150984544900299,High,64,0.8943466914473307,High-Priority,DSR,Medium Latency
611,6,11.95345213062894,28.57835555258702,8.456537809723786,0.26116243251086024,0.15636214164487505,Low,512,0.7628603871850377,Normal,DCPO-AdaBoost,Low Latency
612,6,18.72526440230407,20.322309108608728,60.68469555401391,0.6949531193430477,0.751798163586933,High,64,0.743531672018935,Normal,AODV,Medium Latency
613,3,11.440754400431258,76.17981913776973,88.09730056396575,0.5673909441560734,0.5682686162687683,Low,128,0.971314340399657,Normal,OLSR,Medium Latency
614,2,3.7524765960453377,38.65405068230279,88.29148165187222,0.7962436094563872,0.2746658697879054,Medium,256,0.9906449324450131,Normal,DSR,Low Latency
615,1,30.212084809730758,51.12754622007512,65.90454101322324,0.7350251861898234,0.4744349141471741,Low,64,0.9975678571958926,High-Priority,DCPO-AdaBoost,Medium Latency
616,6,33.44381864789531,49.23254800011819,21.1231831472931,0.6101079220362347,0.3337765970697978,Low,1024,0.9369285321203904,Normal,DCPO-AdaBoost,Medium Latency
617,5,31.012568265879764,57.727902923313124,86.29968313588721,0.488177675310814,0.5793134027884609,Medium,1024,0.8990506208215772,High-Priority,DSR,High Latency
618,9,23.22835278564856,86.55771456245522,88.60934353132082,0.1331821256675234,0.8890006108146659,Low,256,0.8037190756578994,Normal,DSR,Medium Latency
619,1,19.05131043094357,98.07393435834294,19.66535849529587,0.26133301788538377,0.569304984412202,Medium,512,0.7514194936974257,High-Priority,DSR,Medium Latency
620,7,43.18034911363408,40.758420857381694,73.74260857706773,0.41909947291708527,0.631722418326584,Medium,512,0.7236941798098695,Normal,AODV,High Latency
621,5,26.00218107829728,82.7518922106303,28.651954892712293,0.5992992870063887,0.5187478471147094,Low,64,0.9079892405654476,High-Priority,DSR,Medium Latency
622,5,24.011175693723576,76.45277946547176,80.26403123529296,0.5137078552153048,0.051165506445475906,High,512,0.9354170245538075,Normal,DSR,Medium Latency
623,2,1.3795390837411408,57.352895145557326,99.72378999036027,0.2881845259595295,0.23285855687609425,High,256,0.947936095736494,Normal,AODV,Low Latency
624,3,17.128266598545203,95.60471436119332,3.0026005329392813,0.006464357789710551,0.49200172943208276,Medium,64,0.9741295009911396,Normal,DCPO-AdaBoost,Medium Latency
625,7,19.07176137741427,20.04745155284028,89.73658657909318,0.49623922190081393,0.31023528374470477,High,128,0.9639788690915121,Normal,DSR,Medium Latency
626,6,20.001256766755336,10.92642103096214,62.26305335986581,0.2856259885622431,0.18176359776119422,High,512,0.9999223816774279,High-Priority,OLSR,Medium Latency
627,2,29.05060122444388,85.39619669554222,97.33826191648211,0.7346083007105351,0.5041328419184383,Low,512,0.7732192032901753,High-Priority,DCPO-AdaBoost,High Latency
628,6,26.726767081671234,43.91498166337483,46.50095175264276,0.02394626527048349,0.3228097934478503,Medium,64,0.9289922845636631,Normal,OLSR,Medium Latency
629,2,30.434464130392886,84.69688542070605,84.73879305713737,0.5848278113057909,0.2581076431734147,Medium,1024,0.8759378537124393,High-Priority,DSR,High Latency
630,2,38.2676747509522,89.30902051954149,6.239406859827723,0.9414742375060654,0.4639854174403808,Low,512,0.7783735397360747,Normal,AODV,High Latency
631,2,40.66798836193306,6.245759361907144,33.527905007829574,0.1744092671114995,0.13328425808217315,High,256,0.9945715966860829,Normal,AODV,High Latency
632,3,35.93434150370207,88.34647629860606,6.701653775120997,0.47164949075059537,0.9277457330754073,Medium,512,0.9693694314322756,High-Priority,AODV,High Latency
633,2,47.78063242815124,44.831905536942216,97.53431334790706,0.09142199181713817,0.867702097919239,High,128,0.7385547005332349,High-Priority,DSR,High Latency
634,4,1.0098058755504453,51.04324890042322,81.69739072718367,0.6256819122613526,0.7076205857405353,Medium,512,0.7078475026970259,High-Priority,DSR,Low Latency
635,9,9.86932148560895,62.659251109321026,85.25474212459704,0.5505316805962256,0.10621382758845621,Medium,1024,0.906499228699803,Normal,OLSR,Medium Latency
636,6,0.4773874614092918,92.63826067300867,93.79652314338942,0.40736552421283234,0.775877254469693,Medium,512,0.8812391886569605,Normal,AODV,Low Latency
637,1,32.40898823631469,1.911609442976403,8.510348611978536,0.5213770214737412,0.807957328109019,Medium,64,0.9807446872333438,High-Priority,DSR,Medium Latency
638,8,44.91172439260435,47.68434683178171,38.55975925133334,0.8965746584690102,0.7677646177143377,High,512,0.770201586148111,Normal,DCPO-AdaBoost,High Latency
639,7,12.249766599157333,68.77220424305607,7.103488904400212,0.19629430231106704,0.11396588711924116,High,1024,0.7253163843684961,High-Priority,DSR,Medium Latency
640,3,46.3590237853357,72.27069576982285,21.07931015500286,0.022564511705347234,0.6439079570677647,High,64,0.7777646001315959,High-Priority,DSR,High Latency
641,1,3.1073427754490863,69.2532431537108,22.936577703767234,0.861664884699101,0.8343247957493986,High,256,0.705678292153439,High-Priority,DCPO-AdaBoost,Low Latency
642,5,46.72835773759516,13.443512940812186,46.91072110475787,0.5771170823879065,0.5773534012196677,Low,64,0.7107678253566797,High-Priority,AODV,High Latency
643,4,17.645972093257758,29.93955883716812,26.856216745364257,0.8906584554618424,0.646407375228089,Medium,128,0.9744573417762279,High-Priority,DCPO-AdaBoost,Low Latency
644,8,5.160899339615904,35.87155254170135,10.09781068177611,0.5969452234131726,0.4583634794263062,Medium,64,0.8056049747505635,High-Priority,AODV,Low Latency
645,1,24.34500078339765,80.4437207679505,16.749108909410772,0.8101610899597025,0.5287073198840526,Medium,256,0.8232427003029041,Normal,DCPO-AdaBoost,Medium Latency
646,1,12.913150729253346,27.875987241455302,14.727556355209092,0.42967336335514794,0.034376858351725215,Low,512,0.7055114963614313,Normal,OLSR,Low Latency
647,4,14.315157807899949,21.070496386720315,97.30767979122983,0.7498599312882688,0.6389630219732846,High,64,0.7811565340515539,High-Priority,AODV,Low Latency
648,8,15.4337692498217,95.74480190380962,75.92925069184736,0.913041466889856,0.08144721289115919,Medium,64,0.9414177951224293,High-Priority,DSR,Medium Latency
649,5,40.17099230184991,0.88632851134689,96.7761465269562,0.5721229637222063,0.4350145943402234,High,64,0.8846472879000158,High-Priority,OLSR,High Latency
650,2,27.0041477060952,99.78208556819781,43.974048650790856,0.18078515056237954,0.2926550976674078,High,64,0.9261341803259246,Normal,AODV,High Latency
651,6,15.634254187884581,67.68212988573956,27.83684816626566,0.26879761503019817,0.5454279502117131,Low,256,0.8341641222381355,High-Priority,AODV,Medium Latency
652,5,30.555655787214828,82.84692994491171,79.82931972091866,0.19864457689740578,0.13341633552320709,Low,1024,0.7929187665253989,High-Priority,AODV,High Latency
653,2,35.83591864373736,29.461939634619316,32.62539180411468,0.24685702759573291,0.6916434019733182,High,1024,0.8448430279985111,High-Priority,DCPO-AdaBoost,High Latency
654,3,13.703937636603333,1.4315277667059978,29.93833737053483,0.3064154493510364,0.7950115369284704,Medium,64,0.7969213205217254,Normal,AODV,Low Latency
655,9,20.73610016611504,73.78695185615301,23.25059922078312,0.5551337867531885,0.1633544497431565,Medium,256,0.9516913290022204,High-Priority,DSR,Medium Latency
656,7,6.182116057513682,83.41445970006758,12.967897822423534,0.5879916294638328,0.10431308735188216,Low,256,0.7893021146778537,Normal,AODV,Low Latency
657,7,9.139352541780546,74.04761319535191,25.646306101676597,0.4264997472418611,0.14551548278735915,Low,64,0.8979290921359251,Normal,DSR,Low Latency
658,6,34.087780912852644,14.285028730083859,35.53197484738877,0.6154207798208354,0.8771275618985017,Low,128,0.7410946666928583,High-Priority,DSR,Medium Latency
659,8,9.153773550011785,75.34279222569691,67.39942081457303,0.08157492561136592,0.5281892617563562,Low,64,0.906059948120473,Normal,DSR,Medium Latency
660,4,26.3056528449863,76.8922782107641,6.256484221945158,0.08778823705815997,0.4672609960075026,Low,128,0.9739899134800101,Normal,OLSR,Medium Latency
661,8,35.48140845994939,65.85405156700548,21.050693966534297,0.17182946035765845,0.10671181910235428,Low,64,0.8825749463919725,Normal,DSR,High Latency
662,4,5.433158462427717,76.61159327955862,80.90236402916764,0.5180774980403448,0.6495560067569618,Low,128,0.8679566140103432,High-Priority,DCPO-AdaBoost,Low Latency
663,8,28.40887975948229,84.59214396777321,14.692192358377076,0.21399467869831357,0.8679995918950899,Medium,128,0.9883354804064921,Normal,AODV,Medium Latency
664,9,12.90248290669805,61.360411423745845,34.26451465225215,0.28328440349257733,0.828185869323453,Low,64,0.8882189665947539,High-Priority,DCPO-AdaBoost,Medium Latency
665,3,48.15005107435523,8.860471396967906,86.46589218581401,0.40031283617299407,0.6260547089808013,Low,128,0.7778651299819247,High-Priority,OLSR,High Latency
666,3,24.228927771324244,48.76278096672109,15.492531114344265,0.8118661240103798,0.07527871665167363,Medium,512,0.7877173071543221,High-Priority,AODV,Medium Latency
667,2,40.31902823378039,7.764933467160507,8.27368356181899,0.013862135912860118,0.11239702717601296,Medium,1024,0.9115919927607782,Normal,DSR,High Latency
668,3,27.556304453597463,40.75430310324308,48.45379950800108,0.6493788202366224,0.049308987109824676,High,256,0.9206309781676558,High-Priority,AODV,Medium Latency
669,3,2.266285389455476,40.71064891256276,30.24195112785364,0.6688765310406853,0.2574792164924693,Low,128,0.7910488695367045,Normal,OLSR,Low Latency
670,5,31.694253642141717,6.600984414024158,56.34083644838541,0.7986557803566365,0.13566146716037775,Low,128,0.8036031933778991,Normal,OLSR,Medium Latency
671,5,47.57502677611218,34.88205339694793,80.38048904834751,0.9327529390603132,0.2600480402524339,Low,256,0.997316952621726,Normal,DCPO-AdaBoost,High Latency
672,2,30.120429825301926,11.099809879131485,13.714848815274316,0.020137848949289827,0.3850580557189617,Low,128,0.7305857648740832,Normal,AODV,Medium Latency
673,6,40.97752408539683,80.82352100092221,58.0699084554285,0.15378370551321618,0.9429827840711357,High,256,0.8213935085320297,High-Priority,AODV,High Latency
674,5,44.221902521085546,94.76880259644707,50.550876038986395,0.886171294055993,0.6103760597816921,Medium,64,0.7187342593592522,High-Priority,AODV,High Latency
675,6,11.48118062025173,7.231647525793861,14.407878601319958,0.45851856218701537,0.8349737856829623,Medium,512,0.9463235085994723,Normal,DCPO-AdaBoost,Low Latency
676,1,10.68103751142051,95.51152072917014,62.39984855289824,0.5645906389334635,0.7103515007123322,Low,512,0.7277037516836297,High-Priority,OLSR,Medium Latency
677,5,30.58795134366449,52.25765993367452,27.364041786077166,0.6630272037231474,0.11250313052663174,Low,1024,0.9022022069388134,High-Priority,DSR,Medium Latency
678,9,20.610320643354566,29.95656779538739,48.78343185440125,0.6790666044956374,0.7359204063739488,Low,128,0.7169450272010446,High-Priority,AODV,Medium Latency
679,2,42.009079013049345,7.686207527616351,8.227232427706188,0.9317404033165082,0.27509888155912443,High,1024,0.9018565113429073,Normal,DCPO-AdaBoost,High Latency
680,1,45.01115385756076,50.06242680704178,45.958405721362304,0.9969494174116696,0.6391078469947064,High,64,0.952911084078311,High-Priority,DCPO-AdaBoost,High Latency
681,9,17.735726827205635,79.45155444907486,30.646346804282032,0.7201574609309402,0.3409619736429885,Medium,512,0.8196464580772171,Normal,DSR,Medium Latency
682,9,11.919840892826654,70.70864772666981,82.23812111853543,0.2872212092051508,0.9976722632646592,Low,64,0.8566379480296531,High-Priority,OLSR,Medium Latency
683,9,39.0482232106687,5.022601146397376,5.697872699736828,0.8797524022943436,0.2635514794967778,Low,64,0.8204625214015847,Normal,AODV,Medium Latency
684,6,13.81282117385199,7.290183536790352,41.860727491832996,0.04922091454076161,0.27913047077426967,Low,128,0.7901466275897916,Normal,AODV,Low Latency
685,8,41.14845449383255,40.28732826326371,45.8431424131438,0.2310808528744962,0.9306722555623983,Low,64,0.9409790201881385,Normal,DCPO-AdaBoost,High Latency
686,1,21.244538857073266,29.52904940479433,72.50060762991187,0.8973857174637149,0.02464440463632267,High,512,0.7816007721192969,High-Priority,OLSR,Medium Latency
687,4,33.41073997464438,23.238432305604782,57.428757509021096,0.25619151443935495,0.6966889878731969,Medium,1024,0.9168830273168341,Normal,AODV,Medium Latency
688,1,4.867212160349942,28.10044989087136,66.72123371941811,0.22065105962174847,0.7253263907358781,Medium,512,0.7618591237765606,High-Priority,DSR,Low Latency
689,8,31.230580301360995,80.34827432968846,77.7049285651756,0.13812529314024724,0.8363785774103993,High,128,0.7749561388234989,Normal,OLSR,High Latency
690,1,22.643207168987733,92.92280536318539,86.22029736581888,0.8591117576469165,0.9744393106384753,Low,512,0.8009383487731636,High-Priority,OLSR,Medium Latency
691,3,29.37176231245616,40.510269452756646,31.38754967224705,0.5000582591910867,0.9756019191566524,Medium,256,0.8767469132181365,Normal,DCPO-AdaBoost,Medium Latency
692,4,8.483908966468684,90.61110021324971,53.802270536390296,0.6748932030541548,0.0652767575664639,Medium,1024,0.8363266957478623,High-Priority,DCPO-AdaBoost,Medium Latency
693,8,36.869999872714686,32.1495701247882,84.01080784391999,0.23906638407502967,0.8218393227529025,High,256,0.9235434429483461,Normal,AODV,High Latency
694,6,43.15357416940711,47.64369863437916,98.94511309650565,0.7580404210112165,0.6463099336573813,Low,256,0.7640701901008576,Normal,DCPO-AdaBoost,High Latency
695,7,10.915316024529703,22.602899781599973,88.95193110437631,0.7600055449620985,0.6473421343730912,Medium,128,0.7032016863546502,Normal,OLSR,Low Latency
696,8,4.87615632045607,64.0476042175844,37.14672626243768,0.31259802490830013,0.1283499266146948,Low,64,0.932967241535566,High-Priority,AODV,Low Latency
697,2,1.2795654437121862,97.89811151748088,19.516651721865042,0.41068263301028285,0.6501871664456533,Medium,256,0.9464948001640218,Normal,AODV,Low Latency
698,8,32.134377872118975,60.34930960433786,48.93925374065887,0.20969027743020086,0.9824825806012478,High,512,0.7178440489325169,Normal,OLSR,Medium Latency
699,3,30.39399240083016,35.78140841135489,74.16414518360422,0.9765610233229043,0.911818569539447,Low,64,0.883272256647519,Normal,AODV,Medium Latency
700,7,27.380200894432093,64.78174459905284,49.25690707532976,0.6456025770584116,0.4391306608048505,High,512,0.8134620351619234,Normal,DSR,Medium Latency
701,3,11.674160096187173,12.292067846538757,48.31808633136685,0.9345438807155155,0.03994797328609434,Medium,512,0.938168696558355,High-Priority,DSR,Low Latency
702,7,19.60620919568518,88.86590802653987,83.82304210818006,0.30338554362913317,0.36229349000020483,High,64,0.9623243662589436,Normal,AODV,Medium Latency
703,2,29.764369125790036,50.30839507798363,36.14037790671863,0.7818909129968897,0.8263903116005552,High,64,0.9553011300391747,Normal,DCPO-AdaBoost,Medium Latency
704,6,24.888666257072554,44.93497420396421,85.97946748116456,0.765858643884742,0.701499101465166,High,512,0.9331612742052556,High-Priority,DSR,Medium Latency
705,3,49.390497458722876,58.58647884535192,40.680480095172356,0.6916556518665415,0.4593436555939564,Medium,128,0.7807156686226489,High-Priority,AODV,High Latency
706,3,6.9083436525809825,62.47838627894025,32.82331056783394,0.9656389752668004,0.055101535158831094,Low,1024,0.943566893070495,High-Priority,DSR,Low Latency
707,9,34.78771324697493,7.177580622651303,45.3989911199699,0.39355533610631555,0.4268947278233026,High,1024,0.8600435427718878,Normal,DCPO-AdaBoost,Medium Latency
708,7,20.27550652840418,68.26172212234025,76.24469586748684,0.1307173235897573,0.4690249397178835,Low,128,0.7158269844496272,High-Priority,OLSR,Medium Latency
709,5,21.467160784788177,24.193168031552958,12.600202786399429,0.6717088592440608,0.928555532894136,Medium,64,0.8370816549694746,High-Priority,AODV,Medium Latency
710,7,35.908128506343,71.39526325065899,19.64192158720174,0.7293098004772062,0.6410861035821595,Low,512,0.9826473751089979,High-Priority,AODV,High Latency
711,9,34.652563951086044,82.25347943841967,95.1444825663092,0.5750605734588147,0.3116529166546489,High,1024,0.9663578049206658,Normal,AODV,High Latency
712,1,49.563674085739194,80.39585075525203,17.54916273813574,0.20681789313339627,0.5253182644507214,High,512,0.7306792842991348,Normal,AODV,High Latency
713,7,6.506875043760848,55.25009674078891,56.77273179310546,0.5044559416693554,0.06605530782216007,High,128,0.923238005714311,Normal,AODV,Low Latency
714,6,5.2950715042699,52.016989231075115,57.931446666193786,0.3121897365691294,0.9725682356497368,High,512,0.9417378597874704,High-Priority,AODV,Low Latency
715,9,36.24450697472418,14.287596133941172,48.96244620502448,0.42746652816668906,0.360059901930726,High,128,0.7814164564710294,Normal,DCPO-AdaBoost,High Latency
716,1,28.961507158619813,77.53461504031355,64.47452485768186,0.6452185758446639,0.4778673549131358,High,64,0.8414825712223277,High-Priority,OLSR,Medium Latency
717,4,13.780617261334312,27.140938044671437,22.982672579761843,0.7452147426908345,0.3552839742369226,Medium,128,0.9132963824391049,High-Priority,DCPO-AdaBoost,Low Latency
